,text
7979,"RT @mefeater: 10 years ago today #TrayvonMartin was shot and killed while walking home unarmed. We will always remember him. 🖤
#BlackLivesM…"
7980,"🔥🔥🔥🔥🔥🔥🔥🔥
🎥 New video 🎥

Water 💧won’t quench your thirst trap… but fire 🔥will!!!!

https://t.co/TxY6kXxFPP

.…………………………………….
Visit our website here 💻👨🏾‍💻🖥
🔴 https://t.co/i57t2XKMQ1
LIKE -- SUBSCRIBE -- SHARE

#IUICAustin #Israelites #blacklivesmatter"
7981,Not y’all praying for Ukraine and they’re not even allowing black people safe passage. Can you fucking imagine in a time like this and racism still comes first?? #BlackLivesMatter
7982,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
7983,RT @keithboykin: Trayvon Martin was killed 10 years ago today. May he continue to rest in power. 🙏🏾🤎✊🏾 #blacklivesmatter https://t.co/6nz9h…
7984,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
7985,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
7986,"@Bundeskanzler @AnaMartinsGomes It's nice support, but it could have been better if you showed equal sympathy and humanity to the death of #Tigrayans at the hand of Ethiopian #PutinHitler ,i.e. Col.Abiy and Issayas. 2% of what you gave to #Ukraine could have stopped #TigrayGenocide. #BlackLivesMatter too. https://t.co/lMXQyxteNO"
7987,Anthony Hill #BlackLivesMatter
7988,"#UNSC vote on #USA backed resolution against 🇷🇺  for #Ukraine 
Yes (11): 🇺🇸🇬🇧🇫🇷🇦🇱🇲🇽🇬🇦🇰🇪🇬🇭🇧🇷🇮🇪🇳🇴Abstain (3):🇮🇳🇨🇳🇦🇪No(1): 🇷🇺
 #BlackLivesMatter too! Need resolution against 🇨🇲 &amp; 🇫🇷 for #Ambazonia @USUN  
@Brazil_UN_NY 
@UKUN_NewYork 
@Chinamission2un  
@irishmissionun @SecBlinken https://t.co/uIl7kIpfvp"
7989,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
7990,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
7991,"Japanese do not allow violence from blacks

#BlackLivesMatter #COVID19"
7992,"RT @Outhink_Podcast: Not one proud boy, police or KKK in site. Where y'all at on this protest. I knew y'all were cowards. They protesting i…"
7993,"RT @Blklivesmatter: Trayvon Martin was shot and killed 8 years ago today. We are forever changed because he lived, and we will not stop unt…"
7994,"RT @ClaudetteGGibs1: To be Black is to be cursed. People pay lip service to #BlackLivesMatter but when the rubber meets the road, we are ex…"
7995,"RT @BiafranTweets: #FocusOnBiafra: It's never late to Speak about BIAFRA seeking for #REFERENDUM to save lives. #BlackLivesMatter

#FreeBia…"
7996,RT @GenXIsNotWoke: #Maddow #Bitcoin #CNN #ElizabethWarren #Manchin #Covid_19 #Pelosi #TheSquad #NYC #AOC #FoxNews #MSNBC #BernieSanders #Bl…
7997,RT @pghblackworker: Calling dynamic and #diverse #womxn!! Applications are open for the for the 2022-2023 WILL Empower Emerging Leader Coho…
7998,"RT @Outhink_Podcast: Not one proud boy, police or KKK in site. Where y'all at on this protest. I knew y'all were cowards. They protesting i…"
7999,"RT @AllianceforBMOC: Kicking off the morning with @DocMellyMel on the 10 year anniversary of the murder of #TrayvonMartin. Today, we honor…"
8000,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
8001,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
8002,"Not a peep from them and ""equality"" 
.
Ukraine president invited everyone to go help...
.
#Russia #Putin #Ukraine #ukrainegram #russiagram #invasion #FreeUkraine #war #military #freedom #humanrights #blm #blacklivesmatter #LGBT #climatechange #equality #justice #instagood #c… https://t.co/XYUGQ1iE26"
8003,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…
8004,"RT @00a03d: @ClaudetteGGibs1 @auntmaggiep #blacklivesmatter to me, still. Even where the rubber meets the road. 🤗❤️"
8005,It's now been 10 years since #TrayvonMartin was murdered in my home County. He and his family did not deserve to have him taken from this World simply because he was walking in his own Neighborhood. Never Forget! #TrayvonMartin #BlackLivesMatter
8006,"RT @MartinHolistica: EXTRA!DENUNCIE
@STF_oficial #CPIdaCOVID #ArasOmisso
#JN #FIA #F1
#TeamLH44 #W13 #WSL
#BlackLivesMatter
#NFL #FaustaoNa…"
8007,"RT @nemi_tari: @antonioguterres @UN Hypocrite @UN 

What about Biafrans who flee Nigeria everyday because of the inhumane treatment of Nige…"
8008,"@ClaudetteGGibs1 @auntmaggiep #blacklivesmatter to me, still. Even where the rubber meets the road. 🤗❤️"
8009,"RT @BillieJeanKing: 10 years ago today, Black teenager Trayvon Martin was murdered, while returning home from a store. 

Let us never forge…"
8010,@BauJosephine @zlj517 Very well said.  #BlackTwitter #BlackLivesMatter #WhitePrivilege #WhiteSupremacy #Global #Agenda2030 must end now. Biden is planning to attack Russia.  He keeps talking about #WWIII @AaroshaC
8011,"#POTUS 
#SCOTUS 
#GOP 
#DNC 
#PressSec 
#RepMTG
#FoxNews 
#CNN 
#Antifa 
#BlackLivesMatter 
#ISIS 
#PONTIFEX 
#Copelandnetwork 
#WSJ 
#NYSE

Then again...

You liberals can ""PULL A UKRAINE"" and fight the invaders.

Oh wait, never mind, YOU DON'T HAVE GUNS!"
8012,"RT @pghblackworker: Register and learn more:
https://t.co/qdHTsmu21o

#BlackHistoryMonth #BlackLivesMatter #BLM #unionstrong #union #BlackM…"
8013,"@xrpkev enough with the lies! can't wait for this, can't wait for that etc etc, Screen-shot &amp; Post Positions ASAP or get Banned on sight! MF's on here talking about i bought Puts, i sold Calls But never show proof! F'king done playing games with you bruh! #BlackLivesMatter #BuildTheWall"
8014,"@Antifiat2 enough with the lies! can't wait for this, can't wait for that etc etc, Screen-shot &amp; Post Positions ASAP or get Banned on sight! MF's on here talking about i bought Puts, i sold Calls But never show proof! F'king done playing games with you bruh! #BlackLivesMatter #BuildTheWall"
8015,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…
8016,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
8017,"RT @Amaka_Ekwo: I’m not surprised.
She is a Black.
Is that not racism?

Someone told me that the people of Ukrainian don’t like Black peopl…"
8018,"RT @BiafranTweets: #FocusOnBiafra: It's never late to Speak about BIAFRA seeking for #REFERENDUM to save lives. #BlackLivesMatter

#FreeBia…"
8019,"🧵 Ten years ago, a beautiful boy, days past his 17th bday, was shot &amp; killed by a racist vigilante emboldened by America's toxic gun culture &amp; insane gun laws &amp; my life started down a path I couldn't have imagined.

@MomsDemand #EndGunViolence #TrayvonMartin #BlackLivesMatter https://t.co/ZzJdRegCoD"
8020,"#POTUS 
#SCOTUS 
#GOP 
#DNC 
#PressSec 
#RepMTG
#FoxNews 
#CNN 
#Antifa 
#BlackLivesMatter 
#ISIS 
#PONTIFEX 
#Copelandnetwork 
#WSJ 
#NYSE

If you live in a southern border state and don't have an ""EXIT PLAN"", I suggest you make one real quick."
8021,"RT @tbayissa: The world got Ukraine back, but they turned their back on Tigray genocide! It is the saddest fact that we have to realize Tig…"
8022,"RT @MartinHolistica: EXTRA!DENUNCIE
@STF_oficial #CPIdaCOVID #ArasOmisso
#JN #FIA #F1
#TeamLH44 #W13 #WSL
#BlackLivesMatter
#NFL #FaustaoNa…"
8023,RT @authorDanTheMa1: @ukblm @GeeksOfColor @shitweasel666 #Antifa #BLM #BlackLivesMatter #NWA #KansasCity corrupt racist cops in Kansas City…
8024,RT @authorDanTheMa1: @ukblm @GeeksOfColor @shitweasel666 #Antifa #BLM #BlackLivesMatter #NWA #KansasCity corrupt racist cops in Kansas City…
8025,"RT @siadevinci: Remember also, they never suported #BlackLivesMatter"
8026,"RT @OldMainBell: Ding, ding* ding! Ding! DING ding, ding! ding... DING. DING &amp; ding. #PennState #BlackLivesMatter #JusticeForAll"
8027,"RT @ashleyrallison: Before his murder, the world didn't know #TrayvonMartin. But 10 years later, his death continues to change the world.…"
8028,"RT @MartinHolistica: EXTRA!DENUNCIE
@STF_oficial #CPIdaCOVID #ArasOmisso
#JN #FIA #F1
#TeamLH44 #W13 #WSL
#BlackLivesMatter
#NFL #FaustaoNa…"
8029,"RT @Outhink_Podcast: Not one proud boy, police or KKK in site. Where y'all at on this protest. I knew y'all were cowards. They protesting i…"
8030,RT @its__lily_: Where is #BLM ? #BlackLivesMatter  should be speaking out against #AfricansinUkraine insanity if they’re truly for all blac…
8031,"RT @siadevinci: Remember also, they never suported #BlackLivesMatter https://t.co/bTtgHyPWDJ"
8032,RT @its__lily_: Where is #BLM ? #BlackLivesMatter should be speaking out against this insanity if they’re truly for all black people. https…
8033,"Ding, ding* ding! Ding! DING ding, ding! ding... DING. DING &amp; ding. #PennState #BlackLivesMatter #JusticeForAll"
8034,@ukblm @GeeksOfColor @shitweasel666 #Antifa #BLM #BlackLivesMatter #NWA #KansasCity corrupt racist cops in Kansas City podcast interview https://t.co/HHSbhBTBXi
8035,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
8036,"RT @JohnMasonMN: Today 10-yrs after the murder of #TrayvonMartin we painfully remember, reflect, and realize far too often that Black Lives…"
8037,"RT @ashleyrallison: Before his murder, the world didn't know #TrayvonMartin. But 10 years later, his death continues to change the world.…"
8038,"RT @mefeater: 10 years ago today #TrayvonMartin was shot and killed while walking home unarmed. We will always remember him. 🖤
#BlackLivesM…"
8039,"RT @nemi_tari: @antonioguterres @UN Hypocrite @UN 

What about Biafrans who flee Nigeria everyday because of the inhumane treatment of Nige…"
8040,"EXTRA!DENUNCIE
@STF_oficial #CPIdaCOVID #ArasOmisso
#JN #FIA #F1
#TeamLH44 #W13 #WSL
#BlackLivesMatter
#NFL #FaustaoNaBand #BBB22 #F1NaBand
#MercedesAMGF1 #ShowDoEsporte
@CFOAB
@GilDoVigor @KennedyAlencar @ptbrasil
@gleisi
@ThiagoResiste
🚩1️⃣3️⃣#SDVESQUERDA
https://t.co/Ys9YjPPbTk https://t.co/p9WZd8bjOJ"
8041,"RT @ClaudetteGGibs1: To be Black is to be cursed. People pay lip service to #BlackLivesMatter but when the rubber meets the road, we are ex…"
8042,"Not one proud boy, police or KKK in site. Where y'all at on this protest. I knew y'all were cowards. They protesting in your country over another country. Not even a go back to where you from. Yeap cowards
#BlackLivesMatter #Republican #GOP https://t.co/OBkvatlXcM"
8043,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
8044,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
8045,Where is #BLM ? #BlackLivesMatter  should be speaking out against #AfricansinUkraine insanity if they’re truly for all black people. https://t.co/41T7MulQ5B
8046,"Remember also, they never suported #BlackLivesMatter https://t.co/bTtgHyPWDJ"
8047,Where is #BLM ? #BlackLivesMatter should be speaking out against this insanity if they’re truly for all black people. https://t.co/41T7MulQ5B
8048,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…
8049,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
8050,"RT @Amaka_Ekwo: I’m not surprised.
She is a Black.
Is that not racism?

Someone told me that the people of Ukrainian don’t like Black peopl…"
8051,"RT @ChrisMikeFred1: Newsmax Paul Gosar Patel 
Watching Trump
#Zelensky on #Putin’s kill list in the most dangerous place on earth #Kyiv #Uk…"
8052,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
8053,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
8054,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…
8055,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…
8056,RT @donlemon: It’s been 10 years since #TrayvonMartin was killed. His death sparked the #blacklivesmatter movement. Has the movement made a…
8057,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
8058,"RT @TheAfricaReport: With the rise of the #BlackLivesMatter movement, and black people globally feeling like their lives were not getting a…"
8059,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
8060,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
8061,"It was an AWESOME day in Orlando! 500+ people saying we stand in solidarity for ALL our rights!
#WeSayGay #WeSayTrans #BlackLivesMatter #TransRightsAreHumanRights 
@OneOrlandoAll @ContigoFund @equalityfl https://t.co/aW8Rza917A"
8062,"RT @RickSydney: ""Genius... like I've never seen before"" ~ Trump about Putin invading Ukraine.

#wtpBLUE #Demvoice1 #Americans #ONEV1 #Fresh…"
8063,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
8064,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
8065,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…
8066,"@Damilare_arah #BlackLivesMatter the Ukraine has detained Africans and Asians esp from India, Pakestan and south Asians along with Chinese. Not letting them cross border. Intends to use as human shields."
8067,"RT @ClaudetteGGibs1: To be Black is to be cursed. People pay lip service to #BlackLivesMatter but when the rubber meets the road, we are ex…"
8068,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
8069,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
8070,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
8071,"RT @BayouChic80: Congratulations, Queen! #BlackHistoryMonth #BlackLivesMatter #BlackHistory https://t.co/9Qd7lK3nGx"
8072,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…
8073,"RT @VeedusM: #POTUS 
#SCOTUS 
#GOP 
#DNC 
#PressSec 
#RepMTG
#FoxNews 
#CNN 
#Antifa 
#BlackLivesMatter 
#ISIS 
#PONTIFEX 
#Copelandnetwork…"
8074,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
8075,"10 years gone but NEVER forgotten! ❤️Rest in Power Trayvon Martin✊🏿
:
:
:

#blacklivesmatter #sayhisname #trayvonmartin #restinpower #blm #blackhistorymonth https://t.co/YdpAg5Cvco"
8076,"RT @ClaudetteGGibs1: To be Black is to be cursed. People pay lip service to #BlackLivesMatter but when the rubber meets the road, we are ex…"
8077,"@TheRealJetReno @LoveIrieRasta @Tmontgomery67 @DonaldJTrumpJr There's a difference between saying Black Lives Matter and supporting the Black Lives Matter organization. But I wouldn't expect an ignorant person like you to understand that.  #BlackLivesMatter OH!!! While I'm at it...I support CRT!! 💯👌🏾
#CriticalRaceTheory"
8078,"RT @JohnMasonMN: Today 10-yrs after the murder of #TrayvonMartin we painfully remember, reflect, and realize far too often that Black Lives…"
8079,RT @Daniel94445080: @ZandiSussex @SholaMos1 @SholaMos1 Is very Special and Rare. I can't imagine how life in UK would be like if @SholaMos1…
8080,"RT @ChrisMikeFred1: Newsmax Paul Gosar Patel 
Watching Trump
#Zelensky on #Putin’s kill list in the most dangerous place on earth #Kyiv #Uk…"
8081,"RT @Rmiddle7: Wait, so let me get this straight,  #Ukranians are physically stopping #AfricansinUkraine from fleeing #UkraineUnderAttack. #…"
8082,"See, this is why I ain’t say nothin’..

#FreeHaiti🇭🇹
#BlackLivesMatter"
8083,RT @DaemeahK: There are #AfricansinUkraine that are stranded!!! They wouldn’t allow Africans to get on the trains and they aren’t letting t…
