,Unnamed: 0,text,Preporcessed_Text
9523,9523,"RT @mefeater: 10 years ago today #TrayvonMartin was shot and killed while walking home unarmed. We will always remember him. 🖤
#BlackLivesM…",rt mefeater year ago today trayvonmartin shoot kill walk home unarmed always remember blacklivesm
9524,9524,"RT @mefeater: 10 years ago today #TrayvonMartin was shot and killed while walking home unarmed. We will always remember him. 🖤
#BlackLivesM…",rt mefeater year ago today trayvonmartin shoot kill walk home unarmed always remember blacklivesm
9525,9525,"RT @Amaka_Ekwo: I’m not surprised.
She is a Black.
Is that not racism?

Someone told me that the people of Ukrainian don’t like Black peopl…",rt amakaekwo i be surprised black racism someone tell people ukrainian do not like black peopl
9526,9526,"Logging off Twitter tonight.

I hope all who need it find peace and safety. 🕊

#Peace
#Love
#Hope
#PeopleArePeople
#BlackLivesMatter https://t.co/BWXRFvWWsX",log twitter tonight hope nee find peace safety peace love hope peoplearepeople blacklivesmatter httpstcobwxrfvwwsx
9527,9527,"RT @BiafranTweets: #FocusOnBiafra: It's never late to Speak about BIAFRA seeking for #REFERENDUM to save lives. #BlackLivesMatter

#FreeBia…",rt biafrantweets focusonbiafra never late speak biafra seek referendum save life blacklivesmatter freebia
9528,9528,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9529,9529,"RT @Becky40947710: please help a battered unemployed trans black woman for rent and groceries.  please donate or boost
#BlackLivesMatter 
#…",rt becky please help batter unemployed trans black woman rent grocery please donate boost blacklivesmatter
9530,9530,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9531,9531,"RT @mefeater: 10 years ago today #TrayvonMartin was shot and killed while walking home unarmed. We will always remember him. 🖤
#BlackLivesM…",rt mefeater year ago today trayvonmartin shoot kill walk home unarmed always remember blacklivesm
9532,9532,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,rt nadinewrite black people stick ukraine reportedly subject racism even attempt flee safety even duri
9533,9533,"RT @VeedusM: #POTUS 
#SCOTUS 
#GOP 
#DNC 
#PressSec 
#RepMTG
#FoxNews 
#CNN 
#Antifa 
#BlackLivesMatter 
#ISIS 
#PONTIFEX 
#Copelandnetwork…",rt veedusm potus scotus gop dnc presssec repmtg foxnews cnn antifa blacklivesmatter isis pontifex copelandnetwork
9534,9534,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9535,9535,"RT @Becky40947710: please help a battered unemployed trans black woman for rent and groceries.  please donate or boost
#BlackLivesMatter 
#…",rt becky please help batter unemployed trans black woman rent grocery please donate boost blacklivesmatter
9536,9536,"RT @Hathorsdaughter: Christopher Kapessa's family deserve justice and closure. His death was no accident, admitted by the police. We do not…",rt hathorsdaughter christopher kapessas family deserve justice closure death accident admit police
9537,9537,RT @Wade4Justice: via @NYTOpinion. It’s been 10 years since Trayvon Martin was murdered. Trayvon is the Emmett Till of the 21st century. Th…,rt wadejustice via nytopinion year since trayvon martin murder trayvon emmett till st century th
9538,9538,"RT @VChrome144: The World will regret their Silence in the Case of Biafra. Biafra Exit Is Inevitable. @MachuksO 

#Ukraine #Putin Black Peo…",rt vchrome world regret silence case biafra biafra exit inevitable machukso ukraine putin black peo
9539,9539,"RT @ardanavana: This proves again, we ain't all the same
#AfricansinUkraine #LeaveNoOneBehind #BlackLivesMatter",rt ardanavana prove africansinukraine leavenoonebehind blacklivesmatter
9540,9540,RT @Dingdon45900121: Crazy bitches !!! #hood #black #alcohol #BlackTwitter #CannabisCommunity #BlackLivesMatter #Coachella #DONDA2 #Euphori…,rt dingdon crazy bitch hood black alcohol blacktwitter cannabiscommunity blacklivesmatter coachella donda euphori
9541,9541,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9542,9542,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9543,9543,"RT @mefeater: 10 years ago today #TrayvonMartin was shot and killed while walking home unarmed. We will always remember him. 🖤
#BlackLivesM…",rt mefeater year ago today trayvonmartin shoot kill walk home unarmed always remember blacklivesm
9544,9544,"@CalvinMoorley I am appalled, saddened, disappointed and cross. But sadly not shocked. I thank you Calvin for your inspiration, for leading the way for Black nurse academics and for being someone to lead us and also feel proud of. 🙏🏾💖🇹🇹🇧🇧 #BlackLivesMatter",calvinmoorley appal sadden disappointed cross sadly shocked thank calvin inspiration lead way black nurse academic someone lead us also feel proud blacklivesmatter
9545,9545,"RT @VChrome144: It on Record that many of our People Died Because of this Military Invasion, But the world is silent, I guess all lives ain…",rt vchrome record many people die military invasion world silent guess live
9546,9546,RT @emarvelous: Spending time this weekend reflecting on the 10-year anniversary of the killing of #TrayvonMartin (who should've turned 27…,rt emarvelous spending time weekend reflect year anniversary kill trayvonmartin turn
9547,9547,RT @VapidPigeon: PLEASE at least retweet if you see this. They are currently trying to 302 my mother because they're convinced she's lying…,rt vapidpigeon please least retweet see currently try mother convinced lying
9548,9548,"RT @STrainspotter1: Disturbing how White supremacists successfully took down a Majority black Community in north Carolina, and almost nobod…",rt strainspotter disturb white supremacist successfully take majority black community north carolina almost nobod
9549,9549,RT @Dingdon45900121: Crazy bitches !!! #hood #black #alcohol #BlackTwitter #CannabisCommunity #BlackLivesMatter #Coachella #DONDA2 #Euphori…,rt dingdon crazy bitch hood black alcohol blacktwitter cannabiscommunity blacklivesmatter coachella donda euphori
9550,9550,RT @chuckeddy: We must protect our children from harm.  We must protect all Americans from harm. #BlackLivesMatter https://t.co/X06viiPUwr,rt chuckeddy must protect child harm must protect americans harm blacklivesmatter httpstcoxviipuwr
9551,9551,RT @VapidPigeon: PLEASE at least retweet if you see this. They are currently trying to 302 my mother because they're convinced she's lying…,rt vapidpigeon please least retweet see currently try mother convinced lying
9552,9552,RT @emarvelous: Spending time this weekend reflecting on the 10-year anniversary of the killing of #TrayvonMartin (who should've turned 27…,rt emarvelous spending time weekend reflect year anniversary kill trayvonmartin turn
9553,9553,"RT @drmkchr: Weird how Stand Your Ground and Castle Laws only apply to White People. 
#DefundThePolice  #BlackLivesMatter",rt drmkchr weird stand ground castle law apply white people defundthepolice blacklivesmatter
9554,9554,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,rt nadinewrite black people stick ukraine reportedly subject racism even attempt flee safety even duri
9555,9555,"RT @STrainspotter1: Disturbing how White supremacists successfully took down a Majority black Community in north Carolina, and almost nobod…",rt strainspotter disturb white supremacist successfully take majority black community north carolina almost nobod
9556,9556,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9557,9557,Crazy bitches !!! #hood #black #alcohol #BlackTwitter #CannabisCommunity #BlackLivesMatter #Coachella #DONDA2 #EuphoriaDay #PeteDavidson #Kardashians  #gangsta https://t.co/mL6JaGIarT,crazy bitches hood black alcohol blacktwitter cannabiscommunity blacklivesmatter coachella donda euphoriaday petedavidson kardashians gangsta httpstcomljagiart
9558,9558,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9559,9559,"RT @mefeater: 10 years ago today #TrayvonMartin was shot and killed while walking home unarmed. We will always remember him. 🖤
#BlackLivesM…",rt mefeater year ago today trayvonmartin shoot kill walk home unarmed always remember blacklivesm
9560,9560,RT @Wade4Justice: via @NYTOpinion. It’s been 10 years since Trayvon Martin was murdered. Trayvon is the Emmett Till of the 21st century. Th…,rt wadejustice via nytopinion year since trayvon martin murder trayvon emmett till st century th
9561,9561,We must protect our children from harm.  We must protect all Americans from harm. #BlackLivesMatter https://t.co/X06viiPUwr,must protect child harm must protect americans harm blacklivesmatter httpstcoxviipuwr
9562,9562,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9563,9563,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9564,9564,"RT @mefeater: 10 years ago today #TrayvonMartin was shot and killed while walking home unarmed. We will always remember him. 🖤
#BlackLivesM…",rt mefeater year ago today trayvonmartin shoot kill walk home unarmed always remember blacklivesm
9565,9565,RT @keithboykin: Trayvon Martin was killed 10 years ago today. May he continue to rest in power. 🙏🏾🤎✊🏾 #blacklivesmatter https://t.co/6nz9h…,rt keithboykin trayvon martin kill year ago today may continue rest power blacklivesmatter httpstconzh
9566,9566,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,rt nadinewrite black people stick ukraine reportedly subject racism even attempt flee safety even duri
9567,9567,"As I said in my last post, America did a excellent job at hiding their dark, and disgusting history-

-I know it has been 100 years, but I send my condolences to those who died when the Supremacists overthrew your government, and rioted.

#History #Disgusting #BlackLivesMatter",say last post america excellent job hide dark disgusting history know year send condolence die supremacist overthrow government riot history disgusting blacklivesmatter
9568,9568,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
9569,9569,RT @emarvelous: Spending time this weekend reflecting on the 10-year anniversary of the killing of #TrayvonMartin (who should've turned 27…,rt emarvelous spending time weekend reflect year anniversary kill trayvonmartin turn
9570,9570,"RT @VeedusM: #POTUS 
#SCOTUS 
#GOP 
#DNC 
#PressSec 
#RepMTG
#FoxNews 
#CNN 
#Antifa 
#BlackLivesMatter 
#ISIS 
#PONTIFEX 
#Copelandnetwork…",rt veedusm potus scotus gop dnc presssec repmtg foxnews cnn antifa blacklivesmatter isis pontifex copelandnetwork
9571,9571,"RT @VeedusM: #POTUS 
#SCOTUS 
#GOP 
#DNC 
#PressSec 
#RepMTG
#FoxNews 
#CNN 
#Antifa 
#BlackLivesMatter 
#ISIS 
#PONTIFEX 
#Copelandnetwork…",rt veedusm potus scotus gop dnc presssec repmtg foxnews cnn antifa blacklivesmatter isis pontifex copelandnetwork
